t;Prec;Temp;PET
736474;0;11.9;1.66
736475;0;12.2;1.73
736476;0;12.5;1.79
736477;0;12.8;1.86
736478;0;13.1;1.93
736479;0;13.4;2
736480;0;13.7;2.06
736481;0;14;2.13
736482;0;14.3;2.2
736483;0;14.6;2.27
736484;0;15.2;2.41
736485;0;14.8;2.32
736486;0;17.2;2.9
736487;0;18.5;3.23
736488;0;20.6;3.79
736489;0;25.1;5.06
736490;0;24.1;4.77
736491;0;19.7;3.55
736492;0;19.4;3.48
736493;0;20.4;3.74
736494;0;22.4;4.3
736495;0;20.8;3.85
736496;0;14.6;2.29
736497;0;13;1.94
736498;0;14.4;2.25
736499;0;17.2;2.92
736500;0;19.2;3.43
736501;0;20.8;3.86
736502;0;21.2;3.97
736503;0;23;4.47
736504;0;22.4;4.3
736505;0;22.7;4.39
736506;0;21.1;3.94
736507;0;19.8;3.59
736508;0;20.9;3.88
736509;0;23.6;4.64
736510;0;22.3;4.26
736511;0;22.4;4.29
736512;0;22.3;4.26
736513;0;24.6;4.92
736514;0;27.2;5.73
736515;0;22.4;4.28
736516;0;23.2;4.5
736517;0;23.5;4.58
736518;0;20;3.61
736519;0;23;4.43
736520;0;25.5;5.15
736521;0;26;5.29
736522;0;24.8;4.93
736523;0;25;4.98
736524;0;23;4.41
736525;0;23.6;4.57
736526;0;22.6;4.28
736527;0;23.8;4.61
736528;0;25.2;5.01
736529;0;25.8;5.18
736530;2.2;25.2;4.99
736531;0.1;26.2;5.28
736532;0;25;4.92
736533;0;23.6;4.51
736534;0;23.7;4.53
736535;0;24;4.61
736536;0;27;5.5
736537;0;25.8;5.1
736538;0;25;4.86
736539;0;24.7;4.77
736540;0;26.8;5.38
736541;0;25.4;4.95
736542;0;25.2;4.88
736543;0;25.2;4.87
736544;0;25.4;4.92
736545;0;24.5;4.65
736546;0;25.8;5.01
736547;0;25.4;4.88
736548;0;25.1;4.79
736549;0;24.2;4.53
736550;0;23.4;4.3
736551;0;24.4;4.56
736552;0;22;3.91
736553;0;21.9;3.87
736554;0;21.7;3.81
736555;0;22.7;4.06
736556;0;24.6;4.56
736557;0;23.6;4.28
736558;0.2;24.9;4.61
736559;0;23.6;4.25
736560;0;24;4.35
736561;0;24.6;4.5
736562;0;23.6;4.22
736563;0;23.7;4.23
736564;0;24.4;4.41
736565;0;26.5;4.96
736566;0;26;4.81
736567;0;26.2;4.85
736568;0;24.9;4.49
736569;0;28.3;5.46
736570;0;26.8;4.99
736571;0;25.2;4.53
736572;0;24.2;4.25
736573;0;22.2;3.74
736574;0;21.5;3.55
736575;0;22.4;3.76
736576;0;24.5;4.28
736577;0;27.4;5.07
736578;0;29.4;5.6
736579;0;30.2;5.76
736580;0;28.8;5.41
736581;0;23.7;4.01
736582;0;22.3;3.66
736583;0;21.4;3.43
736584;0;22.6;3.71
736585;0;23.4;3.89
736586;24.8;16.5;2.32
736587;0;12.8;1.59
736588;0;12.6;1.55
736589;0;15.9;2.18
736590;0;19.4;2.91
736591;0;19.7;2.96
736592;0;18.3;2.65
736593;0;18.3;2.64
736594;0;18.5;2.67
736595;0;15.8;2.11
736596;0;17.4;2.43
736597;0;19;2.75
736598;0;19;2.74
736599;0;20.1;2.97
736600;0;20.4;3.02
736601;0;18.3;2.57
736602;0;18.1;2.52
736603;0;17.8;2.45
736604;0;18;2.48
736605;0;17.9;2.46
736606;0;18.6;2.59
736607;0;21.1;3.1
736608;0;20.4;2.94
736609;0;19.2;2.68
736610;0;20.2;2.88
736611;0;19.2;2.67
736612;0;17.4;2.3
736613;0;15.5;1.93
736614;0;13.2;1.52
736615;30.4;10.9;1.15
736616;30.2;11;1.16
736617;4.3;10.6;1.09
736618;0;11.8;1.27
736619;0;14.5;1.72
736620;0;17.4;2.24
736621;0;18;2.34
736622;0;17.8;2.3
736623;0;16.4;2.03
736624;0;15;1.78
736625;9.1;15.5;1.86
736626;54.2;10.9;1.1
736627;16;13.2;1.46
736628;0;15.8;1.89
736629;0;18;2.28
736630;0;19.1;2.48
736631;0;19.2;2.49
736632;0;16.8;2.04
736633;0;15.6;1.83
736634;0;15.7;1.84
736635;0;15.7;1.83
736636;0;16.2;1.91
736637;0.1;16.2;1.91
736638;1.5;14.9;1.68
736639;36;11;1.07
736640;4.5;7.6;0.62
736641;0;6.8;0.53
736642;0;6;0.44
736643;15.9;8.7;0.75
736644;0.2;7.6;0.62
736645;0;7.6;0.61
736646;0;10.1;0.93
736647;0;10.6;1
736648;0;11.9;1.18
736649;0;9.8;0.88
736650;0;9.9;0.89
736651;0;10.4;0.96
736652;0;11;1.04
736653;0;10.5;0.97
736654;42.7;8.8;0.74
736655;71.8;9.4;0.82
736656;8.6;7.8;0.62
736657;0.7;6.4;0.46
736658;0.4;5.6;0.38
736659;40.4;7.4;0.57
736660;58.9;7;0.53
736661;45;6.6;0.48
736662;0.2;6.7;0.49
736663;0;7.8;0.61
736664;0;9.9;0.87
736665;2.9;9.2;0.78
736666;0.1;9.6;0.83
736667;17.3;10.5;0.94
736668;18.4;10.1;0.89
736669;7.9;10.1;0.89
736670;0;11.2;1.03
736671;0;9.4;0.8
736672;0;9.4;0.8
736673;0;10.5;0.93
736674;0;9.9;0.86
736675;0;9.4;0.79
736676;0;8.2;0.65
736677;0;7.4;0.56
736678;8.7;6.8;0.49
736679;0;6.2;0.43
736680;24.5;4.6;0.28
736681;0.1;5.8;0.39
736682;0;6.7;0.48
736683;0;5.4;0.35
736684;0;5.2;0.33
736685;0;5;0.31
736686;0;7.5;0.57
736687;0;8.5;0.68
736688;0;8.2;0.65
736689;0;8.6;0.69
736690;0;8.7;0.71
736691;0;8.8;0.72
736692;0;9.8;0.84
736693;0;9.6;0.82
736694;0;7.6;0.58
736695;0;6.6;0.47
736696;0;5.9;0.3
736697;0;8.6;0.57
736698;0;7.9;0.49
736699;0;8.4;0.55
736700;0;8;0.51
736701;0;7.2;0.43
736702;0;6.5;0.36
736703;0;5.7;0.29
736704;0;7.2;0.43
736705;0;6.8;0.39
736706;0;7.8;0.49
736707;0;8.4;0.55
736708;0;5.6;0.28
736709;0;3.8;0.15
736710;0;3.4;0.13
736711;0;6.4;0.36
736712;0;7.4;0.45
736713;0.6;0.9;0.01
736714;11.6;0.8;0.01
736715;0;1.4;0.03
736716;0;2.2;0.06
736717;0;5.2;0.26
736718;0;4.4;0.2
736719;0;4.6;0.21
736720;0;4.5;0.2
736721;7.9;5.9;0.32
736722;29.4;5.1;0.25
736723;0;5.8;0.31
736724;0;6.8;0.41
736725;0;8.8;0.62
736726;0;10.4;0.82
736727;1;8.8;0.63
736728;31.6;8.4;0.58
736729;0.6;8.4;0.58
736730;24;8.1;0.55
736731;40.5;8;0.54
736732;0;8.7;0.62
736733;0;11.2;0.95
736734;0;6.2;0.36
736735;0;7.8;0.53
736736;10.8;3.9;0.17
736737;3.7;5.3;0.28
736738;45.5;7.4;0.49
736739;25.8;6.8;0.43
736740;0;7.6;0.51
736741;0;9.8;0.78
736742;0;8.6;0.63
736743;0;8.1;0.58
736744;0;7.6;0.52
736745;2.3;5.4;0.3
736746;0;7.4;0.5
736747;0;10.6;0.91
736748;0;11.8;1.09
736749;3.2;7.4;0.51
736750;0;8.6;0.65
736751;0;8;0.58
736752;0;8.2;0.6
736753;0;6.4;0.4
736754;0;7.8;0.56
736755;0;8.7;0.67
736756;0;9.9;0.84
736757;25.9;6.2;0.39
736758;94.6;5.8;0.35
736759;2.6;7.1;0.49
736760;0;11.1;1.02
736761;0;13.2;1.37
736762;0;15.8;1.85
736763;0;19.6;2.64
736764;0;18.4;2.39
736765;0;17.2;2.15
736766;0;12.2;1.22
736767;5.1;4.4;0.23
736768;6;6.9;0.48
736769;0;8.8;0.72
736770;0;9;0.75
736771;0.9;10;0.89
736772;0;13;1.38
736773;0;12.5;1.3
736774;0;12.4;1.29
736775;0.2;8.6;0.71
736776;6.2;7.2;0.53
736777;0.6;3.1;0.13
736778;0.9;4.8;0.27
736779;2.1;6.1;0.41
736780;13.6;8.8;0.75
736781;7.6;7.1;0.53
736782;0.1;10.1;0.94
736783;0;12;1.26
736784;0;14.9;1.8
736785;0;13.3;1.5
736786;0;11.6;1.2
736787;0;12.2;1.31
736788;0;13;1.46
736789;0;13.1;1.48
736790;0;14.2;1.7
736791;0;13;1.47
736792;0;13.2;1.51
736793;0;12.9;1.46
736794;0;15.2;1.92
736795;0;15.7;2.03
736796;0;17.2;2.37
736797;0;18;2.56
736798;0;17.4;2.43
736799;0;14.8;1.87
736800;0;15.8;2.09
736801;0;16.8;2.32
736802;0;18.3;2.67
736803;0;19.2;2.9
736804;0;15.5;2.05
736805;0;12.8;1.5
736806;0;10.7;1.12
736807;0;12.4;1.43
736808;0;15.2;2
736809;0;15.9;2.16
736810;0;14.4;1.84
736811;0;12.4;1.44
736812;7.5;13;1.56
736813;23.2;10.6;1.12
736814;4.7;11.5;1.28
736815;11.2;9.9;1.01
736816;0;13.2;1.62
736817;0;14.2;1.83
736818;0;19;2.97
736819;0;19.2;3.03
736820;0;13.6;1.72
736821;0;13.2;1.64
736822;0;16.3;2.33
736823;0;18.1;2.77
736824;0;16.7;2.43
736825;21.1;12.2;1.45
736826;30.2;12.2;1.46
736827;8.7;12.2;1.46
736828;0;11.8;1.38
736829;0;14.3;1.9
736830;0;16.9;2.51
736831;0;21;3.61
736832;0;20;3.33
736833;0;16.4;2.41
736834;0;15.4;2.17
736835;0;17.4;2.66
736836;0;21.1;3.67
736837;0;19;3.09
736838;0;20.4;3.48
736839;0;22.2;4.01
736840;0;22.3;4.04
736841;0;20.6;3.55
736842;0;19.8;3.33
736843;0;17.8;2.8
736844;0;14.7;2.05
736845;0;17.1;2.63
736846;0;19.6;3.3
736847;0;22.2;4.05
736848;0;21.6;3.88
736849;0;21.3;3.79
736850;0;18.2;2.93
736851;0;17.6;2.77
736852;0;19.4;3.26
736853;0;20.8;3.66
736854;0;22;4.02
736855;0;21.2;3.78
736856;0;23.2;4.39
736857;0;24.6;4.84
736858;0;24;4.65
736859;0;25;4.98
736860;0;23.8;4.59
736861;0;25.4;5.12
736862;0;27.3;5.79
736863;0;29.6;6.51
736864;0;27.5;5.86
736865;0;26.4;5.46
736866;0;26.9;5.65
736867;0;25.1;5.02
736868;0;24;4.67
736869;0;24;4.67
736870;0;27.7;5.93
736871;0;26;5.32
736872;0;22.9;4.31
736873;0;20.9;3.71
736874;0;17.6;2.79
736875;0;16.2;2.43
736876;0;15.4;2.24
736877;0;19.2;3.22
736878;0;19.5;3.3
736879;0;23.1;4.36
736880;0;25.4;5.1
736881;0;23.2;4.39
736882;0.7;19.4;3.26
736883;0;17.4;2.72
736884;0;19.4;3.26
736885;0;22.5;4.16
736886;0;23.6;4.49
736887;0;26;5.26
736888;0;30.2;6.58
736889;0;32.4;7.03
736890;0;30.8;6.71
736891;0;29.3;6.32
736892;0;26.9;5.55
736893;0;26;5.22
736894;0;24;4.57
736895;0;22;3.95
736896;0;20.8;3.6
736897;0;19.4;3.2
736898;0;20.6;3.53
736899;0;23.6;4.41
736900;0;25.6;5.03
736901;0;25.9;5.12
736902;0;25.2;4.89
736903;0;26.4;5.26
736904;0;27;5.48
736905;0;27.2;5.53
736906;0;27.4;5.59
736907;0;25;4.77
736908;0;24.5;4.61
736909;0;23.5;4.29
736910;0;26.7;5.3
736911;0;29.1;6.04
736912;0;29.6;6.16
736913;0;29.2;6.04
736914;0;29.6;6.13
736915;0;25.9;4.97
736916;0;22.2;3.84
736917;0;20.8;3.44
736918;0;23;4.06
736919;0;23.2;4.1
736920;0;24.4;4.45
736921;0;25.9;4.9
736922;0;25.1;4.64
736923;0;26.6;5.1
736924;0;27;5.22
736925;0;27;5.21
736926;0;27.8;5.45
736927;0;27.1;5.21
736928;0;25;4.53
736929;0;25.6;4.7
736930;0;25.8;4.75
736931;0;26.7;5.02
736932;0;27;5.11
736933;0;27;5.09
736934;4.6;23.8;4.11
736935;0;18.6;2.73
736936;4.6;16;2.12
736937;0;17.8;2.52
736938;0;20.4;3.15
736939;0;22.9;3.8
736940;0;21.4;3.39
736941;0;22.4;3.64
736942;0;23.2;3.85
736943;0;23.6;3.94
736944;0;24.6;4.21
736945;0;24.4;4.14
736946;0;24.4;4.13
736947;0;19.2;2.77
736948;0;17.9;2.46
736949;0;21.6;3.34
736950;0;23.8;3.91
736951;0;24.1;3.98
736952;0;22.4;3.52
736953;0;18.7;2.6
736954;0;16;2.01
736955;0;17;2.21
736956;0;17.4;2.29
736957;0;18.6;2.55
736958;0;20;2.86
736959;0;20;2.85
736960;0;19.7;2.77
736961;0;19;2.6
736962;0;20.2;2.87
736963;0;21;3.05
736964;0;21.4;3.13
736965;3.7;17.8;2.31
736966;0;19.6;2.69
736967;0;19.6;2.68
736968;0;20.1;2.79
736969;0;21.7;3.15
736970;0;20.2;2.79
736971;0;22.1;3.23
736972;0;20.6;2.87
736973;0;20.7;2.88
736974;0;21.6;3.08
736975;0;22;3.16
736976;0;20.8;2.87
736977;0;21;2.91
736978;0;20.4;2.76
736979;0;21.8;3.07
736980;0;24.9;3.81
736981;0;24.6;3.72
736982;0;23.2;3.37
736983;0;22;3.08
736984;0;21.2;2.88
736985;0;21;2.83
736986;56.1;14.2;1.48
736987;20.5;13;1.27
736988;0;15.4;1.68
736989;0;16.2;1.82
736990;0;17.4;2.04
736991;0;16.2;1.81
736992;0;17.7;2.09
736993;0;18.4;2.22
736994;0;18.4;2.21
736995;0;20.4;2.61
736996;0;19.5;2.41
736997;0;16.8;1.88
736998;0;15.6;1.66
736999;0;14;1.38
737000;0;14.8;1.51
737001;0;15.7;1.66
737002;10.4;14.8;1.5
737003;12.5;12.4;1.12
737004;0;12.4;1.12
737005;0;11.5;0.98
737006;0;11;0.91
737007;0;11.4;0.96
737008;0;7.8;0.51
737009;0;6.1;0.34
737010;0;11.2;0.93
737011;0;12.2;1.06
737012;0;11.8;1
737013;0;8.8;0.62
737014;0;10.4;0.81
737015;0;10.6;0.84
737016;0;11.7;0.98
737017;0;12.4;1.08
737018;0;12.4;1.07
737019;0;14.4;1.37
737020;0;14;1.31
737021;0;12.6;1.1
737022;0;14;1.3
737023;0;15.1;1.47
737024;0;14.2;1.33
737025;0;13.7;1.25
737026;0;11.4;0.92
737027;2.1;12.9;1.12
737028;76.1;9.2;0.64
737029;0;3.7;0.14
737030;0;3.2;0.11
737031;0;3;0.1
737032;0;3.2;0.11
737033;0;6.2;0.33
737034;0;6.8;0.39
737035;0;7;0.4
737036;0;7.7;0.47
737037;0;8.6;0.57
737038;0;9;0.61
737039;6.1;9.8;0.7
737040;53.9;3.6;0.13
737041;0;3.5;0.13
737042;0;5;0.23
737043;0;7.5;0.45
737044;36.6;9.8;0.7
737045;3;4.8;0.22
737046;0;4.2;0.17
737047;0;5.2;0.25
737048;0;7.4;0.44
737049;0;6.2;0.33
737050;0;8;0.5
737051;0;8;0.5
737052;0;8.5;0.55
737053;0;7.7;0.47
737054;6.2;6.3;0.34
737055;30.6;6.8;0.38
737056;57.8;8.4;0.54
737057;19.3;8.6;0.56
737058;0;8.8;0.59
737059;0;10.8;0.82
737060;0;9.7;0.69
737061;0;7.8;0.62
737062;0;9.4;0.81
737063;0;10.6;0.97
737064;0;10.6;0.97
737065;1.7;7.2;0.55
737066;78.2;4.3;0.26
737067;0;1;0.03
737068;15.8;2.4;0.11
737069;6.4;3.8;0.22
737070;7.5;8;0.65
737071;0;5.4;0.37
737072;0;5.1;0.34
737073;8.4;5.5;0.38
737074;8.5;3.9;0.23
737075;0;4;0.24
737076;0;6.7;0.51
737077;0;11.4;1.1
737078;0;10.1;0.92
737079;0;9.4;0.84
737080;0;10.2;0.94
737081;0;10.1;0.93
737082;0;11.4;1.11
737083;0;11.8;1.17
737084;0;11.6;1.15
737085;21.8;7;0.55
737086;0;4.4;0.28
737087;0;3.1;0.17
737088;3.5;4.4;0.28
737089;0;9.9;0.92
737090;0;8.9;0.79
737091;0;10;0.94
737092;0;7.1;0.58
737093;0;3.4;0.2
737094;0;2.6;0.14
737095;8.6;1.4;0.06
737096;0.1;1.6;0.07
737097;0.1;1.1;0.04
737098;0;1.1;0.04
737099;0;3;0.17
737100;0.9;3.2;0.19
737101;0;5;0.36
737102;0;6.4;0.51
737103;5.4;4.8;0.34
737104;0;4.1;0.27
737105;0;5.2;0.38
737106;0;9.3;0.89
737107;0;11;1.14
737108;0;9.4;0.91
737109;0;8.8;0.83
737110;0;7.1;0.61
737111;0;8.2;0.75
737112;0;6.9;0.59
737113;0;4.8;0.35
737114;0;5.8;0.46
737115;0;5.4;0.42
737116;4.3;5.4;0.42
737117;10.7;9.6;0.97
737118;37.8;8.2;0.77
737119;70.9;8.8;0.86
737120;142.1;8.7;0.85
737121;186.4;8.5;0.82
737122;21.2;8.4;0.81
737123;74;7.6;0.7
737124;45.4;6.6;0.57
737125;37.1;6.4;0.55
737126;21.6;6;0.5
737127;135.1;10.2;1.09
737128;9.1;10.2;1.09
737129;24.2;8.2;0.8
737130;37.6;5.6;0.46
737131;17.6;8;0.78
737132;56.1;10.2;1.11
737133;30.4;9.3;0.97
737134;40.4;7.6;0.73
737135;7.1;6;0.52
737136;143.6;6.3;0.56
737137;75.7;6.5;0.59
737138;64.7;6.8;0.63
737139;1.4;3.7;0.26
737140;0;3.2;0.21
737141;0;5;0.41
737142;34.7;6;0.53
737143;54.2;5.6;0.48
737144;41.1;5.7;0.5
737145;0;7.4;0.73
737146;0;11.2;1.33
737147;0;13.4;1.73
737148;0;9.2;1.01
737149;23.9;5.4;0.47
737150;10.9;7.9;0.81
737151;0;10.3;1.2
737152;0;12.1;1.52
737153;7.1;9.8;1.12
737154;0.4;9.8;1.12
737155;0;12;1.51
737156;0;12.5;1.61
737157;28.3;6.8;0.67
737158;17.7;7.2;0.73
737159;7.2;5.2;0.46
737160;77.4;6.4;0.62
737161;0.8;5;0.43
737162;30.3;6.4;0.62
737163;23.1;6;0.57
737164;0.1;8.2;0.9
737165;0.9;10.2;1.23
737166;12.1;9.8;1.17
737167;0;12.8;1.72
737168;0;18;2.83
737169;0;15.6;2.31
737170;0.9;13;1.78
737171;1.4;13.6;1.9
737172;0;14.6;2.11
737173;0.4;17.8;2.82
737174;11.3;15.2;2.25
737175;0;15;2.22
737176;0;15.2;2.26
737177;0;14.5;2.12
737178;3.2;9.4;1.13
737179;10.5;7.2;0.77
737180;0;7.2;0.78
737181;5.2;6.8;0.72
737182;0;8.5;0.99
737183;0;10.8;1.41
737184;11.7;11.8;1.6
737185;0;13;1.85
737186;0;14.8;2.23
737187;0;16;2.51
737188;0;15;2.29
737189;0;13.9;2.05
737190;0;13.4;1.95
737191;0;14.5;2.19
737192;0;12.4;1.75
737193;0;10.4;1.36
737194;0;13.2;1.93
737195;0;15.4;2.41
737196;0;15.3;2.39
737197;0;16;2.56
737198;0;15;2.34
737199;6.7;14.8;2.29
737200;8.9;14;2.12
737201;8.6;13.6;2.04
737202;0;14.2;2.17
737203;0;15.8;2.54
737204;0;14.5;2.25
737205;1.5;11.1;1.53
737206;0;11.8;1.67
737207;0;13.5;2.04
737208;1.9;11.2;1.56
737209;0;10.8;1.48
737210;0.1;11.4;1.6
737211;0;14.7;2.31
737212;0;15;2.39
737213;0;11.9;1.71
737214;0;15.2;2.44
737215;0;13.5;2.06
737216;0;12.4;1.82
737217;0;12.2;1.78
737218;0;14.8;2.35
737219;1.9;14.4;2.26
737220;0;13.1;1.98
737221;0;12.9;1.93
737222;0;13;1.96
737223;0;14;2.18
737224;0;18;3.14
737225;0;19.2;3.45
737226;0;21.4;4.04
737227;0;22.5;4.34
737228;0;23.2;4.54
737229;0;24.4;4.88
737230;0;21;3.93
737231;0;22.4;4.32
737232;0.1;21.2;3.99
737233;0;21.6;4.1
737234;0;23.8;4.71
737235;0;23.5;4.63
737236;0;20.2;3.72
737237;0;20;3.66
737238;0;20.1;3.69
737239;0;18.8;3.35
737240;0;18.9;3.37
737241;0;18.4;3.24
737242;0;16.4;2.74
737243;0;16;2.64
737244;0;19;3.39
737245;0;18.4;3.23
737246;0;19;3.38
737247;0;21;3.91
737248;0;22.5;4.31
737249;0;22.6;4.34
737250;0;23.6;4.61
737251;0;22.8;4.38
737252;0;21.8;4.1
737253;0;18.9;3.33
737254;0;17.7;3.03
737255;0;20;3.61
737256;0;16.3;2.68
737257;0;19.4;3.44
737258;0;22.6;4.29
737259;0;23.6;4.56
737260;0;23.2;4.44
737261;0;22.1;4.13
737262;0;22.6;4.26
737263;0;22.2;4.15
737264;0;21.9;4.06
737265;0;21.8;4.02
737266;0;21.4;3.91
737267;0;21.2;3.85
737268;0;22.7;4.24
737269;0;22.5;4.18
737270;0;21.8;3.99
737271;0;21.8;3.98
737272;0;24.4;4.67
737273;0;26.4;5.23
737274;0;29.6;6.2
737275;0;31.4;6.6
737276;0;30;6.28
737277;0;27.9;5.68
737278;0;27.7;5.6
737279;0;28.6;5.86
737280;0;24.6;4.65
737281;0;21.2;3.74
737282;0;23;4.19
737283;0;24.2;4.5
737284;0;24;4.44
737285;0;22.5;4.03
737286;0;23.2;4.2
737287;0;22.8;4.09
737288;0;19.3;3.2
737289;23.9;22;3.86
737290;0;22.1;3.88
737291;0;24.4;4.46
737292;0;23.6;4.24
737293;0;23.1;4.1
737294;0;24.4;4.43
737295;0;23.7;4.23
737296;0;25;4.56
737297;0;26;4.81
737298;0;25.2;4.59
737299;0;26.5;4.92
737300;0;25.2;4.56
737301;0;20.6;3.39
737302;0;21.9;3.7
737303;0;24.4;4.31
737304;0;25.6;4.61
737305;0;26.6;4.86
737306;0;20.3;3.27
737307;0;18.8;2.92
737308;0;18.2;2.78
737309;0;18.6;2.86
737310;0;18;2.72
737311;4.4;16.4;2.37
737312;4.1;18.9;2.9
737313;0;19.8;3.09
737314;0;22;3.59
737315;0;21.3;3.41
737316;10.7;21.4;3.42
737317;6.8;18.2;2.7
737318;10.2;18.9;2.84
737319;0;19.5;2.96
737320;0;21;3.29
737321;0;20.9;3.26
737322;0;21.2;3.31
737323;0;21.2;3.3
737324;0;21.6;3.38
737325;0;23;3.69
737326;0;24.2;3.96
737327;0;24.8;4.09
737328;0;23.2;3.7
737329;0;21;3.19
737330;0;19.8;2.92
737331;0;19.1;2.76
737332;0;19.4;2.82
737333;0;20;2.93
737334;0;21.4;3.23
737335;0;20.4;3
737336;0;18;2.49
737337;0;20.7;3.04
737338;0;20;2.89
737339;0;20.4;2.96
737340;0;20.2;2.91
737341;0;17.6;2.37
737342;0;16;2.06
737343;0;16.6;2.17
737344;4.2;15.6;1.97
737345;0;18.8;2.58
737346;0;20.4;2.89
737347;14.3;15.2;1.88
737348;21.5;11.7;1.28
737349;6.8;13.2;1.52
737350;0;14.7;1.77
737351;19.2;9.7;0.97
737352;0.4;10.2;1.04
737353;47.3;11.3;1.2
737354;50.9;14.3;1.68
737355;0;14.8;1.76
737356;0;15.3;1.84
737357;0;15.7;1.91
737358;0;16.5;2.04
737359;3.3;13.8;1.57
737360;2.9;11.2;1.16
737361;2.6;5.8;0.44
737362;0;6.3;0.5
737363;64.9;6.9;0.57
737364;44.3;6.2;0.49
737365;0;9.4;0.88
737366;0;10.2;0.99
737367;0;12.8;1.37
737368;0;11.8;1.22
737369;22.9;8.2;0.72
737370;0.1;8.8;0.79
737371;22.8;9.4;0.87
737372;17.6;10.52;1.02
737373;0.1;8.65;0.76
737374;0;10.2;0.97
737375;0.2;14.15;1.55
737376;0.1;11.79;1.19
737377;0;12.87;1.35
737378;0.3;13.46;1.43
737379;0;12.43;1.27
737380;0;11.89;1.19
737381;0;12.83;1.32
737382;24.5;10.39;0.97
737383;21.1;8.61;0.74
737384;45.3;9;0.79
737385;22;9.19;0.81
737386;14.8;9.41;0.84
737387;11.7;7.98;0.66
737388;0.3;7.41;0.59
737389;67.8;10.66;1
737390;10.4;8.91;0.77
737391;0;8.57;0.72
737392;0;10.57;0.98
737393;0;11.64;1.12
737394;9.8;9.8;0.87
737395;0;8.72;0.73
737396;0.1;12.45;1.23
737397;0;14.62;1.55
737398;0;15.84;1.74
737399;0;15.7;1.71
737400;0;14.61;1.54
737401;0;13.55;1.38
737402;0;12.63;1.25
737403;0;13.42;1.36
737404;0;15.27;1.64
737405;0;10.45;0.94
737406;0;10.99;1.01
737407;41.8;8.19;0.66
737408;0;6.79;0.5
737409;0;7.96;0.63
737410;6.8;10.43;0.94
737411;0.1;7.6;0.59
737412;0;10.29;0.92
737413;9.5;9.05;0.76
737414;0;7.82;0.62
737415;0;8.93;0.75
737416;0;10.77;0.98
737417;0;11.38;1.06
737418;0;11.65;1.1
737419;0;11.3;1.05
737420;0;9.4;0.81
737421;0;8.61;0.71
737422;0;8.01;0.64
737423;0;7.91;0.63
737424;0;9.87;0.87
737425;0;9.1;0.77
737426;0;11.4;0.85
737427;0;9.09;0.58
737428;0;8.1;0.48
737429;0;7.25;0.39
737430;0;7.55;0.42
737431;0;8.08;0.48
737432;0;6.97;0.37
737433;0;7.13;0.38
737434;0;7.86;0.46
737435;0;7.43;0.41
737436;0;5.83;0.27
737437;0;6.06;0.29
737438;0;6.82;0.36
737439;0;7.51;0.43
737440;0;7.76;0.45
737441;0;7.74;0.45
737442;0;7.41;0.42
737443;0;5.88;0.28
737444;44.3;6.62;0.35
737445;21.2;6.94;0.38
737446;0;6.3;0.32
737447;2.1;5.12;0.22
737448;2;6.25;0.32
737449;0;8.9;0.58
737450;0;9.73;0.68
737451;0;10.18;0.74
737452;0;9.3;0.63
737453;0;7.63;0.45
737454;0;7.65;0.45
737455;23.1;8.16;0.51
737456;106.7;8.39;0.54
737457;141.2;7.66;0.46
737458;0;4.86;0.21
737459;0;4.33;0.17
737460;0;6.27;0.33
737461;0;9;0.61
737462;0;9.97;0.73
737463;0;9.89;0.73
737464;0;9.25;0.65
737465;0;8.6;0.57
737466;0;8.21;0.53
737467;0.6;11.28;0.92
737468;0;9.59;0.7
737469;0;10.03;0.76
737470;0;10.4;0.81
737471;0;10.6;0.84
737472;0;10.85;0.88
737473;0;11.5;0.97
737474;0;10.47;0.83
737475;0;10.79;0.88
737476;0;10.32;0.81
737477;0;12.2;1.09
737478;0;13.43;1.29
737479;0;11.88;1.05
737480;0;12.45;1.14
737481;0;13.25;1.27
737482;0;14.13;1.42
737483;0;13.48;1.32
737484;0;12.64;1.18
737485;0;11.34;0.99
737486;0;12.16;1.11
737487;0;13.84;1.4
737488;0;12.24;1.14
737489;6.3;12.39;1.16
737490;26;9.76;0.78
737491;0;8.49;0.61
737492;0.8;9.27;0.71
737493;0;11.3;1.01
737494;0;13.33;1.34
737495;0;15.33;1.71
737496;0;15.78;1.8
737497;0;13.76;1.43
737498;0;13.08;1.32
737499;0;15.41;1.75
737500;0;17.15;2.11
737501;0;14.9;1.66
737502;0;13.15;1.35
737503;0;12.53;1.24
737504;0;10.79;0.96
737505;0;9.77;0.82
737506;0;11.01;1.01
737507;0;11.06;1.02
737508;0;12.27;1.22
737509;0;13.9;1.52
737510;0;14.24;1.59
737511;0;11.25;1.06
737512;0;10.88;1
737513;0;11.54;1.12
737514;0;12.78;1.33
737515;27.1;11.31;1.09
737516;7;9.69;0.83
737517;0;11.09;1.06
737518;0;12.4;1.28
737519;0;10.17;0.91
737520;45.3;6.45;0.42
737521;27.8;5.82;0.35
737522;68.1;7.61;0.56
737523;30.6;9.37;0.81
737524;0;8.72;0.71
737525;0;9.85;0.88
737526;0;11.16;1.1
737527;0;12.44;1.33
737528;0;14.19;1.67
737529;0;16.45;2.15
737530;0;17.51;2.4
737531;0;15.53;1.96
737532;0;15.04;1.86
737533;13.2;10.53;1.01
737534;3.9;9.94;0.92
737535;1.2;9.8;0.9
737536;0.7;10.35;0.99
737537;0;11.58;1.21
737538;18.7;9.1;0.8
