t;Prec;Temp;PET
733285;0;19.9;3.27
733286;0;20.9;3.49
733287;0;20.8;3.46
733288;0;20.5;3.38
733289;0;21.8;3.67
733290;0;22.2;3.76
733291;0;21.5;3.58
733292;0;21.2;3.5
733293;0;20.1;3.24
733294;0;17.2;2.6
733295;0;18.5;2.87
733296;0.5;18.8;2.92
733297;4.5;15.8;2.29
733298;1.9;15.7;2.26
733299;2.3;16.1;2.33
733300;0;18.1;2.74
733301;0;19.4;3.01
733302;0;17.7;2.64
733303;0;16.8;2.44
733304;0;16.8;2.44
733305;1.6;20.4;3.18
733306;19.8;14.6;1.99
733307;0;15.8;2.21
733308;0;18.3;2.71
733309;0;18.8;2.8
733310;0;19.6;2.96
733311;0;18.7;2.76
733312;0;17.2;2.45
733313;2.4;17;2.4
733314;4;14.1;1.85
733315;0;17;2.39
733316;0;18.2;2.62
733317;1.7;18.1;2.59
733318;0.1;18;2.56
733319;0.2;17.9;2.53
733320;0;17.7;2.48
733321;0;17.6;2.46
733322;0;17.5;2.43
733323;0;17.4;2.4
733324;0;17.2;2.35
733325;0;17.1;2.33
733326;0;17;2.3
733327;0;16.9;2.27
733328;0;16.7;2.23
733329;3.5;16.6;2.2
733330;1.7;16.5;2.18
733331;0;16.4;2.15
733332;0;16.2;2.11
733333;0;16.1;2.08
733334;0;16;2.06
733335;0;15.5;1.96
733336;0;15.2;1.9
733337;0;14.8;1.83
733338;0;13.4;1.59
733339;11.1;12.2;1.39
733340;0;10.2;1.08
733341;0;11.3;1.24
733342;1.1;11.4;1.25
733343;0;12.2;1.37
733344;0;12.4;1.4
733345;0;12.4;1.39
733346;0;9.8;1
733347;0;9.8;1
733348;0;12.7;1.43
733349;0;12.6;1.41
733350;0;12.6;1.4
733351;0;14;1.62
733352;0.7;14;1.61
733353;0;12.2;1.33
733354;0;13.2;1.48
733355;0;13.3;1.49
733356;0;11.5;1.21
733357;0;11.4;1.19
733358;0;11.6;1.22
733359;0;11.8;1.25
733360;0;11;1.13
733361;0;9.6;0.93
733362;0;8.4;0.77
733363;0;8.2;0.74
733364;0;11.4;1.17
733365;0;11.8;1.23
733366;34.7;12.6;1.34
733367;37.6;8.8;0.81
733368;6.9;8;0.71
733369;0;5.6;0.43
733370;2.5;5;0.37
733371;0;6.8;0.56
733372;0;6.9;0.57
733373;0;7.8;0.68
733374;0;7;0.58
733375;0;6.8;0.56
733376;0;7.2;0.6
733377;0;7.2;0.6
733378;0;9;0.82
733379;0;8.7;0.78
733380;0;10.4;1
733381;0;10;0.94
733382;0;10.8;1.05
733383;0;9.7;0.9
733384;0;8.7;0.77
733385;0;10.6;1.02
733386;0;6.8;0.55
733387;0;7.9;0.67
733388;0;8.4;0.73
733389;0;7.4;0.62
733390;0;5.9;0.45
733391;0;4;0.26
733392;0;3.8;0.24
733393;0.6;5.8;0.44
733394;0.1;6.8;0.55
733395;0;7.8;0.66
733396;0;9;0.81
733397;8.6;7.8;0.66
733398;11.2;8;0.68
733399;37.8;6.8;0.54
733400;0.1;7.5;0.62
733401;0;6;0.46
733402;0.2;4.8;0.34
733403;0;6.2;0.48
733404;0;5.8;0.44
733405;0;4.8;0.34
733406;0;5.4;0.4
733407;0;6;0.46
733408;0;4.8;0.36
733409;32.8;6.8;0.57
733410;61.3;5.8;0.46
733411;0.5;2.8;0.17
733412;0;5.1;0.39
733413;0.3;9.6;0.92
733414;0;8;0.72
733415;1;9.2;0.87
733416;0.1;6.8;0.58
733417;0;7.3;0.64
733418;15.9;6;0.49
733419;0;3.8;0.26
733420;3.4;5.4;0.43
733421;47.2;6.5;0.55
733422;0.7;5.4;0.43
733423;37.6;7.8;0.71
733424;0;7.8;0.71
733425;0;11.1;1.15
733426;0;12.6;1.37
733427;0;12.5;1.36
733428;0;11.3;1.18
733429;0;11;1.14
733430;0;12;1.29
733431;0;8.8;0.85
733432;0;8.6;0.83
733433;0;7;0.63
733434;0;6.6;0.58
733435;0;7.5;0.69
733436;0;7.4;0.68
733437;0;8.3;0.8
733438;0;8.5;0.83
733439;0;6.4;0.56
733440;0;6.1;0.53
733441;3.9;5.6;0.47
733442;139.2;6.9;0.63
733443;0;7.5;0.71
733444;0;10.4;1.11
733445;0;11.4;1.26
733446;0;11;1.2
733447;0;8.8;0.89
733448;0;9.3;0.96
733449;0;8.1;0.8
733450;0;7.6;0.74
733451;0;6.8;0.63
733452;0;9;0.93
733453;0;7.8;0.77
733454;0;9.2;0.97
733455;12.2;7.2;0.7
733456;0;10.2;1.12
733457;25.2;9.4;1.01
733458;1.1;9;0.95
733459;0.1;8.6;0.9
733460;0.8;8.5;0.89
733461;3.9;9.4;1.02
733462;9.8;9.5;1.04
733463;0;10.4;1.18
733464;0;11.8;1.4
733465;0;11.8;1.41
733466;0;9.2;1.01
733467;0;10.4;1.19
733468;0;11;1.29
733469;0;12;1.46
733470;0;12;1.46
733471;0;11.4;1.37
733472;0;3.6;0.29
733473;0;3.9;0.32
733474;0;7.7;0.81
733475;0;8.9;0.99
733476;0;6.7;0.68
733477;5;7.4;0.78
733478;4;11.4;1.4
733479;0;13.8;1.82
733480;0;14.9;2.03
733481;0;16.5;2.34
733482;0;14;1.88
733483;0;9.4;1.1
733484;0;10.4;1.26
733485;0;8.5;0.96
733486;19;6.8;0.71
733487;14.1;7;0.75
733488;0;8.2;0.93
733489;23.6;6.6;0.69
733490;0;3.6;0.31
733491;0;6;0.61
733492;0;7.7;0.86
733493;0;8.2;0.94
733494;0;7.6;0.85
733495;0;10.8;1.38
733496;0;13.2;1.82
733497;0;10.4;1.32
733498;0;8.2;0.96
733499;0;11.2;1.47
733500;0;13;1.8
733501;0;15;2.2
733502;0;15.8;2.36
733503;0;14;2.01
733504;0;12.8;1.79
733505;2;10.6;1.39
733506;90.5;9.8;1.25
733507;79.7;10.3;1.34
733508;57.9;10.8;1.44
733509;0;11.3;1.53
733510;0;11.8;1.63
733511;0;12.3;1.73
733512;0;12.8;1.83
733513;0;13.3;1.93
733514;0;13.8;2.04
733515;32.1;10;1.32
733516;55.8;8.5;1.06
733517;86.7;8.2;1.01
733518;56.4;8.6;1.08
733519;0.1;9;1.16
733520;0;9.4;1.23
733521;0;9.8;1.31
733522;0;10.2;1.38
733523;0;10.6;1.46
733524;0;11;1.54
733525;0;11.4;1.62
733526;0;11.8;1.7
733527;0;12.2;1.79
733528;0;12.6;1.87
733529;0;13;1.96
733530;0;13.4;2.04
733531;0;13.8;2.13
733532;0;14.2;2.22
733533;0;14.6;2.31
733534;0;15;2.41
733535;0;15.6;2.54
733536;0;14.2;2.24
733537;20.8;10.8;1.55
733538;8.2;7;0.86
733539;1.8;8.3;1.09
733540;10.8;11;1.6
733541;0;11.5;1.7
733542;0.3;10.1;1.43
733543;0;10.8;1.57
733544;7.4;10.3;1.47
733545;0;10.8;1.58
733546;3;10.1;1.44
733547;5.6;9.9;1.41
733548;2.5;9.9;1.41
733549;0.1;13.2;2.08
733550;0;13.8;2.22
733551;3.8;13.1;2.07
733552;6.5;10.5;1.53
733553;12.3;8;1.06
733554;0;9;1.25
733555;22.9;8.8;1.21
733556;4.7;9.6;1.37
733557;0.6;12.1;1.87
733558;6.4;9.6;1.37
733559;0;10.6;1.57
733560;0;10.8;1.61
733561;0;12.6;1.99
733562;0;13.6;2.21
733563;0;15.2;2.57
733564;0;16.2;2.81
733565;0;16.4;2.86
733566;0;17.4;3.1
733567;0;16.8;2.96
733568;0;13.6;2.22
733569;0;14.3;2.38
733570;0;16.2;2.82
733571;0;17.8;3.21
733572;0;18.2;3.3
733573;0;20.8;3.96
733574;0;20.1;3.78
733575;0;15.7;2.71
733576;0;17.1;3.04
733577;0;18.7;3.43
733578;0.6;20.6;3.92
733579;0;21.6;4.18
733580;0;23.4;4.66
733581;0;24.3;4.9
733582;0;20.2;3.81
733583;0;21.1;4.04
733584;0;22.8;4.49
733585;0;25.2;5.14
733586;0;24.4;4.92
733587;0;24.4;4.92
733588;0;23.7;4.73
733589;0;24.2;4.86
733590;0;23.6;4.69
733591;0;22.7;4.45
733592;0;18.6;3.39
733593;0;21.2;4.05
733594;0;21.8;4.2
733595;0;18.6;3.38
733596;0;18.4;3.33
733597;0;21;3.98
733598;0;21.8;4.19
733599;0;22.4;4.34
733600;0;21.2;4.02
733601;0;19.5;3.59
733602;0;19.1;3.48
733603;1;19.5;3.58
733604;0;18.3;3.28
733605;0;19.6;3.59
733606;0;21.2;3.99
733607;0;25.1;5.01
733608;0;25.2;5.03
733609;0;23.2;4.49
733610;0;24.3;4.77
733611;0;24.2;4.73
733612;0;26;5.21
733613;0;22.8;4.35
733614;0;21.6;4.04
733615;0;21.3;3.95
733616;0;23;4.38
733617;0;22.6;4.27
733618;0;22.3;4.18
733619;0;22.4;4.2
733620;0;21.7;4.01
733621;0;22.4;4.18
733622;0;23.9;4.55
733623;0;26.5;5.23
733624;0;26.4;5.19
733625;0;26.6;5.23
733626;0;24.2;4.59
733627;0;24.4;4.63
733628;0;22.4;4.11
733629;0;22.6;4.15
733630;0;23.2;4.29
733631;0;23.2;4.28
733632;0;22.4;4.07
733633;0;23.8;4.41
733634;0;23.4;4.3
733635;0;21.7;3.87
733636;0;21;3.69
733637;0;21.4;3.78
733638;0;22.8;4.11
733639;0;22.5;4.02
733640;0;24;4.38
733641;0;23.2;4.17
733642;0;24.4;4.45
733643;0;21.5;3.74
733644;0;20.2;3.43
733645;0;22.8;4.03
733646;0;23.4;4.16
733647;0;23.4;4.15
733648;0;22.8;3.99
733649;0;23.6;4.17
733650;0;17.4;2.75
733651;0;18.7;3.02
733652;0;21;3.53
733653;0;20.2;3.33
733654;0;21.6;3.64
733655;0;20.8;3.45
733656;4.1;16.4;2.49
733657;4.4;14;2
733658;0;15.8;2.35
733659;0;20.6;3.36
733660;0;20;3.22
733661;0;20.2;3.25
733662;0;19.9;3.18
733663;0;16.7;2.5
733664;0;17.6;2.67
733665;0;18.8;2.91
733666;0;20.3;3.22
733667;0;20.6;3.28
733668;0;19.5;3.03
733669;0.9;17.6;2.63
733670;0;19.9;3.1
733671;0;21;3.32
733672;0.9;19.2;2.93
733673;8.6;14.8;2.05
733674;39.1;14.9;2.06
733675;0;14.6;2
733676;0;14.9;2.05
733677;2.2;14.4;1.95
733678;0.1;14.2;1.91
733679;13.4;13.9;1.84
733680;0;14.6;1.97
733681;0;14.3;1.9
733682;0;14.4;1.92
733683;0;15.4;2.09
733684;0;13.4;1.73
733685;0;12.4;1.55
733686;0;14.1;1.84
733687;0;15.2;2.03
733688;0;13.6;1.74
733689;12.3;12.8;1.59
733690;0;11;1.29
733691;8.2;13;1.62
733692;4.4;15.8;2.1
733693;2.2;13.8;1.74
733694;0;14.8;1.91
733695;0;14;1.76
733696;0;14.8;1.9
733697;0;15.2;1.96
733698;0;14;1.75
733699;1.1;12;1.41
733700;2.7;13;1.57
733701;6.9;14.4;1.8
733702;2;14;1.72
733703;26.5;9.6;1.03
733704;1.7;11.2;1.26
733705;0;12.8;1.51
733706;0;13.2;1.57
733707;0;13.5;1.61
733708;0;13.4;1.59
733709;6.3;7.4;0.71
733710;0.2;4.8;0.39
733711;14.8;5.4;0.46
733712;152.3;7;0.65
733713;17.7;5.9;0.51
733714;2;5.6;0.48
733715;5;5.4;0.45
733716;2.6;5.5;0.46
733717;10.4;6.1;0.53
733718;0;6.6;0.59
733719;0;6.9;0.63
733720;0;8.2;0.79
733721;0;9.4;0.95
733722;0;9.9;1.01
733723;0;8.6;0.83
733724;0;8.6;0.83
733725;0;6.5;0.57
733726;0;5.2;0.42
733727;0;6.8;0.6
733728;0;9;0.87
733729;0;9;0.87
733730;0;9;0.87
733731;0.1;7.8;0.72
733732;0;7.2;0.64
733733;0;8;0.74
733734;0;7.5;0.67
733735;0;8;0.73
733736;0;6.6;0.56
733737;0;2.7;0.17
733738;1.2;0.1;0
733739;0;4.2;0.3
733740;11.7;3.6;0.25
733741;37.7;3.4;0.23
733742;25.2;0.8;0.03
733743;3.2;1.6;0.08
733744;0.1;0.6;0.02
733745;22.7;1.6;0.08
733746;0.8;4.8;0.36
733747;6.1;7.4;0.65
733748;0.5;8.5;0.78
733749;16.2;8.1;0.73
733750;24.6;7;0.6
733751;11.8;3.9;0.27
733752;0.1;1.6;0.08
733753;0;1.4;0.07
733754;5.2;2.8;0.17
733755;107.1;3.2;0.21
733756;13.2;1.4;0.07
733757;0;-0.4;0
733758;0;0.8;0.03
733759;0;3;0.19
733760;0;4.3;0.31
733761;0;6.2;0.5
733762;0;9.2;0.86
733763;0;11;1.1
733764;0;8.1;0.72
733765;0;6.1;0.49
733766;0;5.8;0.46
733767;0;5.8;0.46
733768;0;5;0.38
733769;2.4;4.6;0.34
733770;10.3;6.8;0.57
733771;1.1;7.6;0.67
733772;0;8.2;0.74
733773;3.9;10.4;1.02
733774;4.5;9;0.75
733775;48.6;7.9;0.62
733776;44.5;6.6;0.48
733777;0.1;4.4;0.27
733778;0.6;3.6;0.2
733779;0;1.1;0.04
733780;0;-0.2;0
733781;0;-0.9;0
733782;0;-2;0
733783;0;-3.6;0
733784;0;0.4;0.01
733785;0;2.8;0.14
733786;27.9;1.7;0.07
733787;0;3;0.15
733788;0;4.2;0.25
733789;0.1;6.4;0.47
733790;0.4;4.8;0.31
733791;0;5.4;0.37
733792;90.6;6.9;0.52
733793;5.5;1.8;0.07
733794;0;0.6;0.01
733795;96;5.6;0.39
733796;91.5;8.9;0.76
733797;54.7;6.2;0.45
733798;26.9;3.8;0.22
733799;0;2.3;0.11
733800;0.1;3.4;0.19
733801;0.3;6;0.44
733802;0.1;6.2;0.46
733803;9.4;8.2;0.69
733804;21.4;2.6;0.13
733805;57.6;3.8;0.23
733806;15.9;3.6;0.21
733807;38;4.2;0.26
733808;40.4;4.7;0.31
733809;65;3.2;0.18
733810;3.6;1.5;0.06
733811;0.7;2.2;0.1
733812;0.8;2.8;0.15
733813;0.3;7.4;0.61
733814;4;5.7;0.42
733815;0;5.4;0.39
733816;0;7.2;0.59
733817;0;8;0.69
733818;0;6.6;0.53
733819;0;6.4;0.5
733820;0;4.6;0.31
733821;0;4.2;0.27
733822;0;6;0.46
733823;0;6.8;0.56
733824;0;5.9;0.45
733825;0;5.6;0.42
733826;0;7.6;0.66
733827;0;8.7;0.81
733828;0;8.8;0.83
733829;0.6;7.6;0.67
733830;0;9.8;0.97
733831;0;10.5;1.08
733832;7.6;5.8;0.46
733833;7.8;5.6;0.43
733834;18.6;5.6;0.44
733835;13.1;5;0.37
733836;38.9;5;0.37
733837;40.6;4.8;0.35
733838;0;5.4;0.42
733839;0;9.9;1.02
733840;0;12.2;1.38
733841;0;11;1.19
733842;0;11.1;1.21
733843;0;13.2;1.57
733844;0;11.8;1.34
733845;0;14;1.72
733846;0;15;1.91
733847;0;14.4;1.8
733848;0;13.9;1.72
733849;0;10.3;1.11
733850;0;11.2;1.26
733851;0;12.8;1.54
733852;0;11.8;1.37
733853;0;12.7;1.53
733854;0;8.6;0.87
733855;0;11.4;1.32
733856;6.1;9.5;1.01
733857;0;13;1.61
733858;0;14.4;1.87
733859;0;14.3;1.86
733860;5.5;10;1.11
733861;6.8;3;0.19
733862;1.3;5;0.41
733863;0;5.5;0.47
733864;0;6.8;0.64
733865;0;7.4;0.73
733866;0;9.4;1.03
733867;0;11.4;1.37
733868;0;13.9;1.84
733869;0;14.8;2.02
733870;0.9;7.4;0.74
733871;0;8.4;0.89
733872;0;10.4;1.22
733873;2.4;7;0.69
733874;0.5;5.6;0.5
733875;0;6.2;0.58
733876;0;8.2;0.87
733877;3.4;6.5;0.62
733878;29;5.1;0.44
733879;12.4;5.9;0.55
733880;8.9;6.8;0.67
733881;17.1;7.6;0.79
733882;24.2;8.6;0.95
733883;0;9.5;1.1
733884;0;10.5;1.28
733885;0;12.7;1.7
733886;0;12.8;1.72
733887;0;17.1;2.63
733888;0;8.4;0.94
733889;41.9;4.3;0.35
733890;0;8.1;0.89
733891;0;7;0.72
733892;0;11.2;1.44
733893;0;8.7;1
733894;0;12.6;1.72
733895;0;12.2;1.64
733896;0;14.6;2.14
733897;0;14.8;2.19
733898;0;16.2;2.5
733899;0;16.1;2.49
733900;0;17.2;2.75
733901;0;16.2;2.52
733902;4.7;15.1;2.28
733903;0;14.6;2.18
733904;0;12.9;1.82
733905;0;10.2;1.3
733906;0;10.6;1.38
733907;0;11.2;1.49
733908;0;11.6;1.58
733909;0;14.7;2.23
733910;0;15.4;2.39
733911;0;14.4;2.17
733912;0;17;2.77
733913;0;20.9;3.75
733914;0;16;2.55
733915;0.7;16.8;2.74
733916;2.7;11.4;1.56
733917;9.1;10.4;1.37
733918;0;12.4;1.77
733919;0;14.7;2.27
733920;0;16;2.57
733921;0;16.8;2.77
733922;0;19.6;3.47
733923;0;21.2;3.9
733924;0;19.4;3.43
733925;0;22.2;4.18
733926;0;20.2;3.65
733927;0;17.2;2.89
733928;0;15.4;2.46
733929;4.9;12.4;1.8
733930;8.1;11.3;1.57
733931;0;12.8;1.89
733932;0;12;1.72
733933;0;13.9;2.13
733934;0;18.3;3.19
733935;0;22.8;4.4
733936;0;26.6;5.51
733937;0;27;5.66
733938;0;24.6;4.92
733939;3.4;22.2;4.24
733940;0;20.4;3.75
733941;0.4;23.1;4.5
733942;0;23.4;4.59
733943;0;23.8;4.7
733944;0;25.9;5.32
733945;0;25.2;5.11
733946;0;22.8;4.42
733947;0;22.4;4.31
733948;0;20.1;3.68
733949;0;16.5;2.76
733950;0;17.2;2.93
733951;0;16.8;2.83
733952;0;17.6;3.03
733953;0;19.4;3.49
733954;0;22.4;4.31
733955;0;23.6;4.65
733956;0;24.6;4.93
733957;0;23.7;4.67
733958;0;24.3;4.84
733959;0;23.5;4.61
733960;0;21.9;4.16
733961;0;19.9;3.61
733962;0;20.6;3.8
733963;0;20.6;3.79
733964;0;20.6;3.79
733965;0;21.2;3.95
733966;0;23.8;4.67
733967;0;24.2;4.78
733968;0;20.4;3.72
733969;0;21.9;4.12
733970;0;23.8;4.65
733971;0;22.5;4.28
733972;0;20.4;3.7
733973;0;22.1;4.16
733974;0.8;26;5.26
733975;0;30.5;6.61
733976;0;25.2;5.01
733977;0;22.1;4.13
733978;0;25.2;5
733979;0;27.4;5.68
733980;0;28.8;6.12
733981;0;27.9;5.83
733982;0;27.3;5.62
733983;0;28.6;6.02
733984;0;27.4;5.63
733985;0;25.1;4.91
733986;0;23;4.31
733987;0;20.6;3.66
733988;0;22.4;4.13
733989;0;23.6;4.45
733990;0;24.2;4.6
733991;0;23;4.27
733992;0;23.4;4.37
733993;0;19.5;3.34
733994;0;18.6;3.11
733995;0;20.4;3.55
733996;6.6;22.1;3.98
733997;0;22.6;4.1
733998;0;24.2;4.52
733999;0;25.3;4.81
734000;0;26.4;5.11
734001;0;26.8;5.22
734002;0;24.8;4.64
734003;0;25.3;4.76
734004;0;25;4.67
734005;0;24.9;4.63
734006;0;24.6;4.54
734007;0;28;5.53
734008;0;26.6;5.06
734009;0;22.5;3.95
734010;0;19.6;3.22
734011;0;20.6;3.46
734012;0;24;4.31
734013;0;25.3;4.64
734014;0;24.9;4.52
734015;0;26.8;5.03
734016;0;27;5.08
734017;0;21.8;3.69
734018;0;20.1;3.27
734019;0;21.6;3.62
734020;0;23.4;4.05
734021;0;24.6;4.35
734022;0;22.6;3.83
734023;0;23.4;4.02
734024;0;22.2;3.71
734025;0;21.2;3.46
734026;0;20.6;3.31
734027;0;19.1;2.95
734028;0.7;19.4;3.01
734029;39.4;18;2.69
734030;17.3;15.2;2.1
734031;0.1;14;1.85
734032;0.1;13;1.66
734033;0.4;12;1.47
734034;1.5;11.4;1.36
734035;0;12.4;1.53
734036;0;15.1;2.04
734037;0;16;2.21
734038;0;15.8;2.16
734039;0;17;2.4
734040;0;18.5;2.7
734041;0;18.4;2.67
734042;7.3;15.4;2.05
734043;0;14.1;1.8
734044;3.4;15.4;2.04
734045;0.3;15;1.96
734046;6.3;15.5;2.05
734047;0;14.5;1.85
734048;0;17.2;2.37
734049;0;17.4;2.4
734050;0;19.2;2.76
734051;0;21.2;3.18
734052;0;21.4;3.21
734053;0;19.4;2.77
734054;0.8;15.6;2.01
734055;0;15.9;2.06
734056;0;17.6;2.38
734057;0;18.2;2.49
734058;0;19.7;2.79
734059;0;16.8;2.2
734060;0;17.2;2.27
734061;0;16.6;2.15
734062;0;17.1;2.24
734063;0;15.1;1.86
734064;0;15.4;1.91
734065;0;14.5;1.74
734066;32.9;11.8;1.28
734067;13.8;8.6;0.81
734068;76.3;12.5;1.39
734069;0;12.2;1.34
734070;0;16.8;2.12
734071;0;18.5;2.43
734072;0;17.3;2.2
734073;0;16.8;2.1
734074;0;17.2;2.17
734075;0.1;19.4;2.57
734076;0;19.2;2.53
734077;0;19.8;2.63
734078;0;18.6;2.4
734079;0;11;1.11
734080;0;11.5;1.18
734081;1.3;11.1;1.12
734082;0;8.2;0.72
734083;1.2;8.9;0.81
734084;1.3;10.2;0.98
734085;0.1;7.6;0.64
734086;0;8.4;0.73
734087;0;9.8;0.92
734088;0;10.6;1.02
734089;0;11.8;1.19
734090;0;13.9;1.51
734091;0;14.3;1.57
734092;0;17.2;2.05
734093;0;17;2.01
734094;0;14.2;1.54
734095;0;15.2;1.7
734096;5.5;10.2;0.95
734097;0;10;0.92
734098;0;11.8;1.16
734099;0;7.2;0.57
734100;0;8.1;0.67
734101;0;10.8;1.02
734102;0.4;10;0.91
734103;19.4;8.9;0.76
734104;0;6.4;0.47
734105;0;7.4;0.58
734106;49.5;6;0.43
734107;0.3;3;0.16
734108;0;4.4;0.27
734109;7.6;9.1;0.78
734110;7.1;6.2;0.44
734111;0;5.8;0.4
734112;0;5.4;0.36
734113;0;5.4;0.36
734114;0;5.4;0.36
734115;0.8;9.5;0.82
734116;0;7.6;0.59
734117;0;7.6;0.59
734118;0;8.4;0.68
734119;0;9.6;0.83
734120;0;6.4;0.46
734121;0;0.2;0
734122;0;0.2;0
734123;38.8;7;0.52
734124;8.4;7.3;0.55
734125;60.2;8.2;0.66
734126;8;2.3;0.1
734127;0;1.5;0.06
734128;112.1;9.2;0.77
734129;124.7;9.8;0.85
734130;132.8;10.6;0.95
734131;133.3;11.1;1.02
734132;79.1;9.5;0.81
734133;65.5;5.4;0.36
734134;0;5.4;0.36
734135;49.2;9.8;0.85
734136;77.5;11.6;1.09
734137;46.3;8.4;0.68
734138;36.1;4.9;0.31
734139;7.8;5.2;0.36
734140;0;6;0.44
734141;12.2;7.8;0.64
734142;36.7;8;0.66
734143;48.2;5.4;0.38
734144;16.8;5;0.34
734145;43.6;2.4;0.12
734146;2.7;-3;0
734147;0;-1.4;0
734148;11.8;-0.3;0
734149;9.5;5.6;0.4
734150;65.2;7.4;0.6
734151;64.6;8.4;0.72
734152;6.5;8.2;0.69
734153;0;6.4;0.49
734154;0;9.2;0.82
734155;0;10;0.93
734156;0;11.8;1.17
734157;1;9.6;0.88
734158;0;6.8;0.54
734159;0;6.4;0.49
734160;0;7.6;0.63
734161;11.3;7;0.56
734162;0.7;4.6;0.31
734163;3.7;4.8;0.33
734164;10.6;2.8;0.15
734165;9.1;3.6;0.22
734166;0.1;5;0.35
734167;0;2.7;0.15
734168;0;4.2;0.28
734169;0;3.6;0.22
734170;0;4.5;0.31
734171;0;5.1;0.37
734172;3.8;8.7;0.79
734173;34.3;7.6;0.65
734174;16.8;6;0.47
734175;0.1;7;0.59
734176;0;10.2;1
734177;41.9;7;0.59
734178;2.9;4.7;0.34
734179;36.9;6.6;0.55
734180;0;4.1;0.28
734181;13.2;2.8;0.16
734182;19.8;2.1;0.11
734183;3.4;1.5;0.07
734184;54.2;5.6;0.44
734185;47.6;6.6;0.56
734186;44.7;4.1;0.28
734187;15;4.6;0.33
734188;29.8;4.4;0.32
734189;0;3.2;0.2
734190;19;7.1;0.63
734191;51.6;8.3;0.79
734192;36.2;8;0.75
734193;13.3;9.2;0.92
734194;31.9;8.6;0.83
734195;30.3;11.2;1.22
734196;3.4;13;1.51
734197;18.5;7;0.63
734198;2.4;6.2;0.53
734199;18.5;8.2;0.79
734200;46.8;5.9;0.5
734201;31.2;6.6;0.59
734202;1.1;7.6;0.72
734203;10.3;6.6;0.59
734204;10.5;6.5;0.58
734205;10;6;0.52
734206;36.9;5.5;0.46
734207;14.6;5;0.4
734208;1.2;4;0.29
734209;3.3;5.6;0.48
734210;0.4;3.2;0.22
734211;0.3;3.1;0.21
734212;0.1;5.6;0.48
734213;0;8.4;0.86
734214;0;10.5;1.19
734215;0;14.4;1.87
734216;3.1;15;1.99
734217;0;14.2;1.84
734218;0;11;1.29
734219;0;11.1;1.31
734220;0;12.2;1.5
734221;0;11.5;1.38
734222;23;8.2;0.86
734223;0;7.6;0.77
734224;0;9.8;1.11
734225;0;11.5;1.4
734226;11.3;8.8;0.96
734227;0;7;0.7
734228;0;6.4;0.61
734229;0;7;0.7
734230;0;8;0.85
734231;0;9.6;1.1
734232;0;7.2;0.74
734233;0;10;1.18
734234;0;11;1.35
734235;0;12;1.54
734236;0;11.2;1.4
734237;0;11.2;1.4
734238;0;9.6;1.13
734239;0;11.8;1.52
734240;0;9;1.04
734241;0;9.6;1.14
734242;0;11.4;1.46
734243;0;12.8;1.73
734244;0.1;10.3;1.27
734245;4.7;10.4;1.29
734246;13.8;10.3;1.28
734247;0;10.8;1.37
734248;0;15.2;2.24
734249;0;14;2
734250;12.2;10.3;1.29
734251;0.1;10.9;1.41
734252;0;12.5;1.71
734253;0;15.8;2.4
734254;0;15.7;2.38
734255;0;19;3.14
734256;0;21.2;3.68
734257;0;17.3;2.76
734258;0;15.8;2.43
734259;0;13.6;1.97
734260;0;14;2.06
734261;0;11.8;1.62
734262;0;7.9;0.92
734263;0;7.6;0.87
734264;0;9.6;1.21
734265;0;9;1.11
734266;0;10.6;1.41
734267;34.9;11;1.49
734268;3;11.5;1.59
734269;8.8;9;1.12
734270;1.8;8.2;0.98
734271;0;7.7;0.9
734272;0;8;0.95
734273;0;10;1.31
734274;0;11.6;1.63
734275;0;13.9;2.11
734276;0;17.8;3.01
734277;0;20;3.55
734278;0;17.6;2.97
734279;0;19.4;3.42
734280;0;19;3.32
734281;0;16.8;2.79
734282;0;15.4;2.47
734283;0;14.2;2.21
734284;0;14.4;2.26
734285;0;13.2;2
734286;0;12.3;1.81
734287;0;16.1;2.66
734288;0;18.6;3.27
734289;0;21.6;4.05
734290;0;23.2;4.49
734291;0;22.6;4.33
734292;0;21.7;4.09
734293;0;21.1;3.93
734294;0;21.2;3.97
734295;0;18.8;3.35
734296;0;18.5;3.27
734297;0;15.6;2.57
734298;95.6;11.4;1.65
734299;8.3;10.8;1.53
734300;6;10.1;1.39
734301;0.1;11.9;1.75
734302;18.9;11.8;1.73
734303;0;13.6;2.12
734304;0;15.1;2.47
734305;0;14.8;2.4
734306;0;16.4;2.78
734307;0;15.1;2.47
734308;0;13.6;2.13
734309;0;15.7;2.61
734310;0;16.2;2.73
734311;0;19.2;3.48
734312;0;20;3.69
734313;0;21.2;4.01
734314;0;18;3.18
734315;0;18.2;3.23
734316;0;19.6;3.58
734317;0;20.2;3.74
734318;0;21.5;4.09
734319;0;22.5;4.36
734320;0;23.1;4.52
734321;0;24.2;4.83
734322;0;22.2;4.27
734323;0;23.8;4.71
734324;0;26.8;5.6
734325;0;26.4;5.46
734326;0;26.9;5.63
734327;0;26.3;5.42
734328;0;24.2;4.81
734329;0;24.6;4.92
734330;0;24.4;4.86
734331;0;24;4.74
734332;0;21.9;4.16
734333;0;22;4.18
734334;0;21.8;4.12
734335;0;21.9;4.14
734336;0;23.6;4.6
734337;0;25;4.99
734338;0;24;4.7
734339;0;22.8;4.36
734340;0;21.7;4.06
734341;0;21.7;4.05
734342;0;22.2;4.18
